row_id,date,country,store,product,num_sold,year,month,day,day_of_week,store_encoded,country_encoded,product_encoded
3235,2015-06-29,Sweden,KaggleMart,Kaggle Hat,356,2015,6,29,Monday,0,2,0
3236,2015-06-29,Sweden,KaggleMart,Kaggle Sticker,99,2015,6,29,Monday,0,2,2
3237,2015-06-29,Sweden,KaggleRama,Kaggle Mug,297,2015,6,29,Monday,1,2,1
3238,2015-06-29,Sweden,KaggleRama,Kaggle Hat,690,2015,6,29,Monday,1,2,0
3239,2015-06-29,Sweden,KaggleRama,Kaggle Sticker,188,2015,6,29,Monday,1,2,2
3240,2015-06-30,Finland,KaggleMart,Kaggle Mug,133,2015,6,30,Tuesday,0,0,1
3241,2015-06-30,Finland,KaggleMart,Kaggle Hat,290,2015,6,30,Tuesday,0,0,0
3242,2015-06-30,Finland,KaggleMart,Kaggle Sticker,85,2015,6,30,Tuesday,0,0,2
3243,2015-06-30,Finland,KaggleRama,Kaggle Mug,249,2015,6,30,Tuesday,1,0,1
3244,2015-06-30,Finland,KaggleRama,Kaggle Hat,470,2015,6,30,Tuesday,1,0,0
3245,2015-06-30,Finland,KaggleRama,Kaggle Sticker,147,2015,6,30,Tuesday,1,0,2
3246,2015-06-30,Norway,KaggleMart,Kaggle Mug,247,2015,6,30,Tuesday,0,1,1
3247,2015-06-30,Norway,KaggleMart,Kaggle Hat,500,2015,6,30,Tuesday,0,1,0
3248,2015-06-30,Norway,KaggleMart,Kaggle Sticker,142,2015,6,30,Tuesday,0,1,2
3249,2015-06-30,Norway,KaggleRama,Kaggle Mug,402,2015,6,30,Tuesday,1,1,1
3250,2015-06-30,Norway,KaggleRama,Kaggle Hat,867,2015,6,30,Tuesday,1,1,0
3251,2015-06-30,Norway,KaggleRama,Kaggle Sticker,252,2015,6,30,Tuesday,1,1,2
3252,2015-06-30,Sweden,KaggleMart,Kaggle Mug,168,2015,6,30,Tuesday,0,2,1
3253,2015-06-30,Sweden,KaggleMart,Kaggle Hat,354,2015,6,30,Tuesday,0,2,0
3254,2015-06-30,Sweden,KaggleMart,Kaggle Sticker,98,2015,6,30,Tuesday,0,2,2
3255,2015-06-30,Sweden,KaggleRama,Kaggle Mug,262,2015,6,30,Tuesday,1,2,1
3256,2015-06-30,Sweden,KaggleRama,Kaggle Hat,710,2015,6,30,Tuesday,1,2,0
3257,2015-06-30,Sweden,KaggleRama,Kaggle Sticker,175,2015,6,30,Tuesday,1,2,2
3258,2015-07-01,Finland,KaggleMart,Kaggle Mug,143,2015,7,1,Wednesday,0,0,1
3259,2015-07-01,Finland,KaggleMart,Kaggle Hat,279,2015,7,1,Wednesday,0,0,0
3260,2015-07-01,Finland,KaggleMart,Kaggle Sticker,85,2015,7,1,Wednesday,0,0,2
3261,2015-07-01,Finland,KaggleRama,Kaggle Mug,263,2015,7,1,Wednesday,1,0,1
3262,2015-07-01,Finland,KaggleRama,Kaggle Hat,553,2015,7,1,Wednesday,1,0,0
3263,2015-07-01,Finland,KaggleRama,Kaggle Sticker,149,2015,7,1,Wednesday,1,0,2
3264,2015-07-01,Norway,KaggleMart,Kaggle Mug,234,2015,7,1,Wednesday,0,1,1
3265,2015-07-01,Norway,KaggleMart,Kaggle Hat,475,2015,7,1,Wednesday,0,1,0
3266,2015-07-01,Norway,KaggleMart,Kaggle Sticker,154,2015,7,1,Wednesday,0,1,2
3267,2015-07-01,Norway,KaggleRama,Kaggle Mug,449,2015,7,1,Wednesday,1,1,1
3268,2015-07-01,Norway,KaggleRama,Kaggle Hat,875,2015,7,1,Wednesday,1,1,0
3269,2015-07-01,Norway,KaggleRama,Kaggle Sticker,254,2015,7,1,Wednesday,1,1,2
3270,2015-07-01,Sweden,KaggleMart,Kaggle Mug,165,2015,7,1,Wednesday,0,2,1
3271,2015-07-01,Sweden,KaggleMart,Kaggle Hat,373,2015,7,1,Wednesday,0,2,0
3272,2015-07-01,Sweden,KaggleMart,Kaggle Sticker,100,2015,7,1,Wednesday,0,2,2
3273,2015-07-01,Sweden,KaggleRama,Kaggle Mug,285,2015,7,1,Wednesday,1,2,1
3274,2015-07-01,Sweden,KaggleRama,Kaggle Hat,602,2015,7,1,Wednesday,1,2,0
3275,2015-07-01,Sweden,KaggleRama,Kaggle Sticker,177,2015,7,1,Wednesday,1,2,2
3276,2015-07-02,Finland,KaggleMart,Kaggle Mug,144,2015,7,2,Thursday,0,0,1
3277,2015-07-02,Finland,KaggleMart,Kaggle Hat,265,2015,7,2,Thursday,0,0,0
3278,2015-07-02,Finland,KaggleMart,Kaggle Sticker,83,2015,7,2,Thursday,0,0,2
3279,2015-07-02,Finland,KaggleRama,Kaggle Mug,229,2015,7,2,Thursday,1,0,1
3280,2015-07-02,Finland,KaggleRama,Kaggle Hat,529,2015,7,2,Thursday,1,0,0
3281,2015-07-02,Finland,KaggleRama,Kaggle Sticker,149,2015,7,2,Thursday,1,0,2
3282,2015-07-02,Norway,KaggleMart,Kaggle Mug,245,2015,7,2,Thursday,0,1,1
3283,2015-07-02,Norway,KaggleMart,Kaggle Hat,473,2015,7,2,Thursday,0,1,0
3284,2015-07-02,Norway,KaggleMart,Kaggle Sticker,130,2015,7,2,Thursday,0,1,2
3285,2015-07-02,Norway,KaggleRama,Kaggle Mug,391,2015,7,2,Thursday,1,1,1
3287,2015-07-02,Norway,KaggleRama,Kaggle Sticker,258,2015,7,2,Thursday,1,1,2
3288,2015-07-02,Sweden,KaggleMart,Kaggle Mug,192,2015,7,2,Thursday,0,2,1
3289,2015-07-02,Sweden,KaggleMart,Kaggle Hat,376,2015,7,2,Thursday,0,2,0
3290,2015-07-02,Sweden,KaggleMart,Kaggle Sticker,102,2015,7,2,Thursday,0,2,2
3291,2015-07-02,Sweden,KaggleRama,Kaggle Mug,306,2015,7,2,Thursday,1,2,1
3292,2015-07-02,Sweden,KaggleRama,Kaggle Hat,680,2015,7,2,Thursday,1,2,0
3293,2015-07-02,Sweden,KaggleRama,Kaggle Sticker,179,2015,7,2,Thursday,1,2,2
3294,2015-07-03,Finland,KaggleMart,Kaggle Mug,143,2015,7,3,Friday,0,0,1
3295,2015-07-03,Finland,KaggleMart,Kaggle Hat,296,2015,7,3,Friday,0,0,0
3296,2015-07-03,Finland,KaggleMart,Kaggle Sticker,90,2015,7,3,Friday,0,0,2
3297,2015-07-03,Finland,KaggleRama,Kaggle Mug,269,2015,7,3,Friday,1,0,1
3298,2015-07-03,Finland,KaggleRama,Kaggle Hat,518,2015,7,3,Friday,1,0,0
3299,2015-07-03,Finland,KaggleRama,Kaggle Sticker,153,2015,7,3,Friday,1,0,2
3300,2015-07-03,Norway,KaggleMart,Kaggle Mug,239,2015,7,3,Friday,0,1,1
3301,2015-07-03,Norway,KaggleMart,Kaggle Hat,562,2015,7,3,Friday,0,1,0
3302,2015-07-03,Norway,KaggleMart,Kaggle Sticker,140,2015,7,3,Friday,0,1,2
3303,2015-07-03,Norway,KaggleRama,Kaggle Mug,473,2015,7,3,Friday,1,1,1
3305,2015-07-03,Norway,KaggleRama,Kaggle Sticker,256,2015,7,3,Friday,1,1,2
3306,2015-07-03,Sweden,KaggleMart,Kaggle Mug,179,2015,7,3,Friday,0,2,1
3307,2015-07-03,Sweden,KaggleMart,Kaggle Hat,357,2015,7,3,Friday,0,2,0
3308,2015-07-03,Sweden,KaggleMart,Kaggle Sticker,107,2015,7,3,Friday,0,2,2
3309,2015-07-03,Sweden,KaggleRama,Kaggle Mug,307,2015,7,3,Friday,1,2,1
3310,2015-07-03,Sweden,KaggleRama,Kaggle Hat,645,2015,7,3,Friday,1,2,0
3311,2015-07-03,Sweden,KaggleRama,Kaggle Sticker,190,2015,7,3,Friday,1,2,2
3312,2015-07-04,Finland,KaggleMart,Kaggle Mug,191,2015,7,4,Saturday,0,0,1
3313,2015-07-04,Finland,KaggleMart,Kaggle Hat,377,2015,7,4,Saturday,0,0,0
3314,2015-07-04,Finland,KaggleMart,Kaggle Sticker,95,2015,7,4,Saturday,0,0,2
3315,2015-07-04,Finland,KaggleRama,Kaggle Mug,301,2015,7,4,Saturday,1,0,1
3316,2015-07-04,Finland,KaggleRama,Kaggle Hat,638,2015,7,4,Saturday,1,0,0
3317,2015-07-04,Finland,KaggleRama,Kaggle Sticker,185,2015,7,4,Saturday,1,0,2
3318,2015-07-04,Norway,KaggleMart,Kaggle Mug,313,2015,7,4,Saturday,0,1,1
3319,2015-07-04,Norway,KaggleMart,Kaggle Hat,637,2015,7,4,Saturday,0,1,0
3320,2015-07-04,Norway,KaggleMart,Kaggle Sticker,184,2015,7,4,Saturday,0,1,2
3321,2015-07-04,Norway,KaggleRama,Kaggle Mug,568,2015,7,4,Saturday,1,1,1
3323,2015-07-04,Norway,KaggleRama,Kaggle Sticker,318,2015,7,4,Saturday,1,1,2
3324,2015-07-04,Sweden,KaggleMart,Kaggle Mug,214,2015,7,4,Saturday,0,2,1
3325,2015-07-04,Sweden,KaggleMart,Kaggle Hat,432,2015,7,4,Saturday,0,2,0
3326,2015-07-04,Sweden,KaggleMart,Kaggle Sticker,131,2015,7,4,Saturday,0,2,2
3327,2015-07-04,Sweden,KaggleRama,Kaggle Mug,372,2015,7,4,Saturday,1,2,1
3328,2015-07-04,Sweden,KaggleRama,Kaggle Hat,772,2015,7,4,Saturday,1,2,0
3329,2015-07-04,Sweden,KaggleRama,Kaggle Sticker,224,2015,7,4,Saturday,1,2,2
3330,2015-07-05,Finland,KaggleMart,Kaggle Mug,160,2015,7,5,Sunday,0,0,1
3331,2015-07-05,Finland,KaggleMart,Kaggle Hat,380,2015,7,5,Sunday,0,0,0
3332,2015-07-05,Finland,KaggleMart,Kaggle Sticker,104,2015,7,5,Sunday,0,0,2
3333,2015-07-05,Finland,KaggleRama,Kaggle Mug,279,2015,7,5,Sunday,1,0,1
3334,2015-07-05,Finland,KaggleRama,Kaggle Hat,625,2015,7,5,Sunday,1,0,0
3335,2015-07-05,Finland,KaggleRama,Kaggle Sticker,186,2015,7,5,Sunday,1,0,2
3336,2015-07-05,Norway,KaggleMart,Kaggle Mug,305,2015,7,5,Sunday,0,1,1
3337,2015-07-05,Norway,KaggleMart,Kaggle Hat,663,2015,7,5,Sunday,0,1,0
3338,2015-07-05,Norway,KaggleMart,Kaggle Sticker,179,2015,7,5,Sunday,0,1,2
3339,2015-07-05,Norway,KaggleRama,Kaggle Mug,537,2015,7,5,Sunday,1,1,1
3341,2015-07-05,Norway,KaggleRama,Kaggle Sticker,352,2015,7,5,Sunday,1,1,2
3342,2015-07-05,Sweden,KaggleMart,Kaggle Mug,203,2015,7,5,Sunday,0,2,1
3343,2015-07-05,Sweden,KaggleMart,Kaggle Hat,422,2015,7,5,Sunday,0,2,0
3344,2015-07-05,Sweden,KaggleMart,Kaggle Sticker,125,2015,7,5,Sunday,0,2,2
3345,2015-07-05,Sweden,KaggleRama,Kaggle Mug,356,2015,7,5,Sunday,1,2,1
3346,2015-07-05,Sweden,KaggleRama,Kaggle Hat,782,2015,7,5,Sunday,1,2,0
3347,2015-07-05,Sweden,KaggleRama,Kaggle Sticker,244,2015,7,5,Sunday,1,2,2
3348,2015-07-06,Finland,KaggleMart,Kaggle Mug,139,2015,7,6,Monday,0,0,1
3349,2015-07-06,Finland,KaggleMart,Kaggle Hat,286,2015,7,6,Monday,0,0,0
3350,2015-07-06,Finland,KaggleMart,Kaggle Sticker,88,2015,7,6,Monday,0,0,2
3351,2015-07-06,Finland,KaggleRama,Kaggle Mug,224,2015,7,6,Monday,1,0,1
3352,2015-07-06,Finland,KaggleRama,Kaggle Hat,467,2015,7,6,Monday,1,0,0
3353,2015-07-06,Finland,KaggleRama,Kaggle Sticker,150,2015,7,6,Monday,1,0,2
3354,2015-07-06,Norway,KaggleMart,Kaggle Mug,221,2015,7,6,Monday,0,1,1
3355,2015-07-06,Norway,KaggleMart,Kaggle Hat,510,2015,7,6,Monday,0,1,0
3356,2015-07-06,Norway,KaggleMart,Kaggle Sticker,143,2015,7,6,Monday,0,1,2
3357,2015-07-06,Norway,KaggleRama,Kaggle Mug,421,2015,7,6,Monday,1,1,1
3358,2015-07-06,Norway,KaggleRama,Kaggle Hat,870,2015,7,6,Monday,1,1,0
3359,2015-07-06,Norway,KaggleRama,Kaggle Sticker,251,2015,7,6,Monday,1,1,2
3360,2015-07-06,Sweden,KaggleMart,Kaggle Mug,175,2015,7,6,Monday,0,2,1
3361,2015-07-06,Sweden,KaggleMart,Kaggle Hat,354,2015,7,6,Monday,0,2,0
3362,2015-07-06,Sweden,KaggleMart,Kaggle Sticker,96,2015,7,6,Monday,0,2,2
3363,2015-07-06,Sweden,KaggleRama,Kaggle Mug,273,2015,7,6,Monday,1,2,1
3364,2015-07-06,Sweden,KaggleRama,Kaggle Hat,601,2015,7,6,Monday,1,2,0
3365,2015-07-06,Sweden,KaggleRama,Kaggle Sticker,159,2015,7,6,Monday,1,2,2
3366,2015-07-07,Finland,KaggleMart,Kaggle Mug,136,2015,7,7,Tuesday,0,0,1
3367,2015-07-07,Finland,KaggleMart,Kaggle Hat,283,2015,7,7,Tuesday,0,0,0
3368,2015-07-07,Finland,KaggleMart,Kaggle Sticker,83,2015,7,7,Tuesday,0,0,2
3369,2015-07-07,Finland,KaggleRama,Kaggle Mug,232,2015,7,7,Tuesday,1,0,1
3370,2015-07-07,Finland,KaggleRama,Kaggle Hat,547,2015,7,7,Tuesday,1,0,0
3371,2015-07-07,Finland,KaggleRama,Kaggle Sticker,133,2015,7,7,Tuesday,1,0,2
3372,2015-07-07,Norway,KaggleMart,Kaggle Mug,231,2015,7,7,Tuesday,0,1,1
3373,2015-07-07,Norway,KaggleMart,Kaggle Hat,494,2015,7,7,Tuesday,0,1,0
3374,2015-07-07,Norway,KaggleMart,Kaggle Sticker,150,2015,7,7,Tuesday,0,1,2
3375,2015-07-07,Norway,KaggleRama,Kaggle Mug,427,2015,7,7,Tuesday,1,1,1
3376,2015-07-07,Norway,KaggleRama,Kaggle Hat,853,2015,7,7,Tuesday,1,1,0
3377,2015-07-07,Norway,KaggleRama,Kaggle Sticker,268,2015,7,7,Tuesday,1,1,2
3378,2015-07-07,Sweden,KaggleMart,Kaggle Mug,149,2015,7,7,Tuesday,0,2,1
3379,2015-07-07,Sweden,KaggleMart,Kaggle Hat,349,2015,7,7,Tuesday,0,2,0
3380,2015-07-07,Sweden,KaggleMart,Kaggle Sticker,99,2015,7,7,Tuesday,0,2,2
3381,2015-07-07,Sweden,KaggleRama,Kaggle Mug,286,2015,7,7,Tuesday,1,2,1
3382,2015-07-07,Sweden,KaggleRama,Kaggle Hat,592,2015,7,7,Tuesday,1,2,0
3383,2015-07-07,Sweden,KaggleRama,Kaggle Sticker,169,2015,7,7,Tuesday,1,2,2
3384,2015-07-08,Finland,KaggleMart,Kaggle Mug,153,2015,7,8,Wednesday,0,0,1
3385,2015-07-08,Finland,KaggleMart,Kaggle Hat,287,2015,7,8,Wednesday,0,0,0
3386,2015-07-08,Finland,KaggleMart,Kaggle Sticker,77,2015,7,8,Wednesday,0,0,2
3387,2015-07-08,Finland,KaggleRama,Kaggle Mug,235,2015,7,8,Wednesday,1,0,1
3388,2015-07-08,Finland,KaggleRama,Kaggle Hat,523,2015,7,8,Wednesday,1,0,0
3389,2015-07-08,Finland,KaggleRama,Kaggle Sticker,157,2015,7,8,Wednesday,1,0,2
3390,2015-07-08,Norway,KaggleMart,Kaggle Mug,237,2015,7,8,Wednesday,0,1,1
3391,2015-07-08,Norway,KaggleMart,Kaggle Hat,489,2015,7,8,Wednesday,0,1,0
3392,2015-07-08,Norway,KaggleMart,Kaggle Sticker,136,2015,7,8,Wednesday,0,1,2
3393,2015-07-08,Norway,KaggleRama,Kaggle Mug,418,2015,7,8,Wednesday,1,1,1
3394,2015-07-08,Norway,KaggleRama,Kaggle Hat,824,2015,7,8,Wednesday,1,1,0
3395,2015-07-08,Norway,KaggleRama,Kaggle Sticker,253,2015,7,8,Wednesday,1,1,2
3396,2015-07-08,Sweden,KaggleMart,Kaggle Mug,163,2015,7,8,Wednesday,0,2,1
3397,2015-07-08,Sweden,KaggleMart,Kaggle Hat,345,2015,7,8,Wednesday,0,2,0
3398,2015-07-08,Sweden,KaggleMart,Kaggle Sticker,103,2015,7,8,Wednesday,0,2,2
3399,2015-07-08,Sweden,KaggleRama,Kaggle Mug,292,2015,7,8,Wednesday,1,2,1
3400,2015-07-08,Sweden,KaggleRama,Kaggle Hat,642,2015,7,8,Wednesday,1,2,0
3401,2015-07-08,Sweden,KaggleRama,Kaggle Sticker,177,2015,7,8,Wednesday,1,2,2
3402,2015-07-09,Finland,KaggleMart,Kaggle Mug,144,2015,7,9,Thursday,0,0,1
3403,2015-07-09,Finland,KaggleMart,Kaggle Hat,275,2015,7,9,Thursday,0,0,0
3404,2015-07-09,Finland,KaggleMart,Kaggle Sticker,84,2015,7,9,Thursday,0,0,2
3405,2015-07-09,Finland,KaggleRama,Kaggle Mug,241,2015,7,9,Thursday,1,0,1
3406,2015-07-09,Finland,KaggleRama,Kaggle Hat,484,2015,7,9,Thursday,1,0,0
3407,2015-07-09,Finland,KaggleRama,Kaggle Sticker,128,2015,7,9,Thursday,1,0,2
3408,2015-07-09,Norway,KaggleMart,Kaggle Mug,245,2015,7,9,Thursday,0,1,1
3409,2015-07-09,Norway,KaggleMart,Kaggle Hat,479,2015,7,9,Thursday,0,1,0
3410,2015-07-09,Norway,KaggleMart,Kaggle Sticker,144,2015,7,9,Thursday,0,1,2
3411,2015-07-09,Norway,KaggleRama,Kaggle Mug,417,2015,7,9,Thursday,1,1,1
3412,2015-07-09,Norway,KaggleRama,Kaggle Hat,780,2015,7,9,Thursday,1,1,0
3413,2015-07-09,Norway,KaggleRama,Kaggle Sticker,266,2015,7,9,Thursday,1,1,2
3414,2015-07-09,Sweden,KaggleMart,Kaggle Mug,170,2015,7,9,Thursday,0,2,1
3415,2015-07-09,Sweden,KaggleMart,Kaggle Hat,340,2015,7,9,Thursday,0,2,0
3416,2015-07-09,Sweden,KaggleMart,Kaggle Sticker,100,2015,7,9,Thursday,0,2,2
3417,2015-07-09,Sweden,KaggleRama,Kaggle Mug,304,2015,7,9,Thursday,1,2,1
3418,2015-07-09,Sweden,KaggleRama,Kaggle Hat,623,2015,7,9,Thursday,1,2,0
3419,2015-07-09,Sweden,KaggleRama,Kaggle Sticker,192,2015,7,9,Thursday,1,2,2
3420,2015-07-10,Finland,KaggleMart,Kaggle Mug,154,2015,7,10,Friday,0,0,1
3421,2015-07-10,Finland,KaggleMart,Kaggle Hat,284,2015,7,10,Friday,0,0,0
3422,2015-07-10,Finland,KaggleMart,Kaggle Sticker,94,2015,7,10,Friday,0,0,2
3423,2015-07-10,Finland,KaggleRama,Kaggle Mug,234,2015,7,10,Friday,1,0,1
3424,2015-07-10,Finland,KaggleRama,Kaggle Hat,522,2015,7,10,Friday,1,0,0
3425,2015-07-10,Finland,KaggleRama,Kaggle Sticker,144,2015,7,10,Friday,1,0,2
3426,2015-07-10,Norway,KaggleMart,Kaggle Mug,255,2015,7,10,Friday,0,1,1
3427,2015-07-10,Norway,KaggleMart,Kaggle Hat,517,2015,7,10,Friday,0,1,0
3428,2015-07-10,Norway,KaggleMart,Kaggle Sticker,149,2015,7,10,Friday,0,1,2
3429,2015-07-10,Norway,KaggleRama,Kaggle Mug,459,2015,7,10,Friday,1,1,1
3430,2015-07-10,Norway,KaggleRama,Kaggle Hat,902,2015,7,10,Friday,1,1,0
3431,2015-07-10,Norway,KaggleRama,Kaggle Sticker,287,2015,7,10,Friday,1,1,2
3432,2015-07-10,Sweden,KaggleMart,Kaggle Mug,177,2015,7,10,Friday,0,2,1
3433,2015-07-10,Sweden,KaggleMart,Kaggle Hat,376,2015,7,10,Friday,0,2,0
3434,2015-07-10,Sweden,KaggleMart,Kaggle Sticker,102,2015,7,10,Friday,0,2,2
3435,2015-07-10,Sweden,KaggleRama,Kaggle Mug,301,2015,7,10,Friday,1,2,1
3436,2015-07-10,Sweden,KaggleRama,Kaggle Hat,628,2015,7,10,Friday,1,2,0
3437,2015-07-10,Sweden,KaggleRama,Kaggle Sticker,185,2015,7,10,Friday,1,2,2
3438,2015-07-11,Finland,KaggleMart,Kaggle Mug,186,2015,7,11,Saturday,0,0,1
3439,2015-07-11,Finland,KaggleMart,Kaggle Hat,341,2015,7,11,Saturday,0,0,0
3440,2015-07-11,Finland,KaggleMart,Kaggle Sticker,104,2015,7,11,Saturday,0,0,2
3441,2015-07-11,Finland,KaggleRama,Kaggle Mug,296,2015,7,11,Saturday,1,0,1
3442,2015-07-11,Finland,KaggleRama,Kaggle Hat,578,2015,7,11,Saturday,1,0,0
3443,2015-07-11,Finland,KaggleRama,Kaggle Sticker,177,2015,7,11,Saturday,1,0,2
3444,2015-07-11,Norway,KaggleMart,Kaggle Mug,305,2015,7,11,Saturday,0,1,1
3445,2015-07-11,Norway,KaggleMart,Kaggle Hat,619,2015,7,11,Saturday,0,1,0
3446,2015-07-11,Norway,KaggleMart,Kaggle Sticker,182,2015,7,11,Saturday,0,1,2
3447,2015-07-11,Norway,KaggleRama,Kaggle Mug,542,2015,7,11,Saturday,1,1,1
3449,2015-07-11,Norway,KaggleRama,Kaggle Sticker,333,2015,7,11,Saturday,1,1,2
3450,2015-07-11,Sweden,KaggleMart,Kaggle Mug,215,2015,7,11,Saturday,0,2,1
3451,2015-07-11,Sweden,KaggleMart,Kaggle Hat,455,2015,7,11,Saturday,0,2,0
3452,2015-07-11,Sweden,KaggleMart,Kaggle Sticker,114,2015,7,11,Saturday,0,2,2
3453,2015-07-11,Sweden,KaggleRama,Kaggle Mug,341,2015,7,11,Saturday,1,2,1
3454,2015-07-11,Sweden,KaggleRama,Kaggle Hat,764,2015,7,11,Saturday,1,2,0
3455,2015-07-11,Sweden,KaggleRama,Kaggle Sticker,212,2015,7,11,Saturday,1,2,2
3456,2015-07-12,Finland,KaggleMart,Kaggle Mug,183,2015,7,12,Sunday,0,0,1
3457,2015-07-12,Finland,KaggleMart,Kaggle Hat,360,2015,7,12,Sunday,0,0,0
3458,2015-07-12,Finland,KaggleMart,Kaggle Sticker,111,2015,7,12,Sunday,0,0,2
3459,2015-07-12,Finland,KaggleRama,Kaggle Mug,300,2015,7,12,Sunday,1,0,1
3460,2015-07-12,Finland,KaggleRama,Kaggle Hat,591,2015,7,12,Sunday,1,0,0
3461,2015-07-12,Finland,KaggleRama,Kaggle Sticker,184,2015,7,12,Sunday,1,0,2
3462,2015-07-12,Norway,KaggleMart,Kaggle Mug,309,2015,7,12,Sunday,0,1,1
3463,2015-07-12,Norway,KaggleMart,Kaggle Hat,607,2015,7,12,Sunday,0,1,0
3464,2015-07-12,Norway,KaggleMart,Kaggle Sticker,186,2015,7,12,Sunday,0,1,2
3465,2015-07-12,Norway,KaggleRama,Kaggle Mug,521,2015,7,12,Sunday,1,1,1
3467,2015-07-12,Norway,KaggleRama,Kaggle Sticker,329,2015,7,12,Sunday,1,1,2
3468,2015-07-12,Sweden,KaggleMart,Kaggle Mug,209,2015,7,12,Sunday,0,2,1
3469,2015-07-12,Sweden,KaggleMart,Kaggle Hat,399,2015,7,12,Sunday,0,2,0
3470,2015-07-12,Sweden,KaggleMart,Kaggle Sticker,119,2015,7,12,Sunday,0,2,2
3471,2015-07-12,Sweden,KaggleRama,Kaggle Mug,370,2015,7,12,Sunday,1,2,1
3472,2015-07-12,Sweden,KaggleRama,Kaggle Hat,728,2015,7,12,Sunday,1,2,0
3473,2015-07-12,Sweden,KaggleRama,Kaggle Sticker,232,2015,7,12,Sunday,1,2,2
3474,2015-07-13,Finland,KaggleMart,Kaggle Mug,141,2015,7,13,Monday,0,0,1
3475,2015-07-13,Finland,KaggleMart,Kaggle Hat,279,2015,7,13,Monday,0,0,0
3476,2015-07-13,Finland,KaggleMart,Kaggle Sticker,92,2015,7,13,Monday,0,0,2
3477,2015-07-13,Finland,KaggleRama,Kaggle Mug,250,2015,7,13,Monday,1,0,1
3478,2015-07-13,Finland,KaggleRama,Kaggle Hat,533,2015,7,13,Monday,1,0,0
3479,2015-07-13,Finland,KaggleRama,Kaggle Sticker,153,2015,7,13,Monday,1,0,2
3480,2015-07-13,Norway,KaggleMart,Kaggle Mug,235,2015,7,13,Monday,0,1,1
3481,2015-07-13,Norway,KaggleMart,Kaggle Hat,518,2015,7,13,Monday,0,1,0
3482,2015-07-13,Norway,KaggleMart,Kaggle Sticker,141,2015,7,13,Monday,0,1,2
3483,2015-07-13,Norway,KaggleRama,Kaggle Mug,409,2015,7,13,Monday,1,1,1
3484,2015-07-13,Norway,KaggleRama,Kaggle Hat,793,2015,7,13,Monday,1,1,0
3485,2015-07-13,Norway,KaggleRama,Kaggle Sticker,275,2015,7,13,Monday,1,1,2
3486,2015-07-13,Sweden,KaggleMart,Kaggle Mug,170,2015,7,13,Monday,0,2,1
3487,2015-07-13,Sweden,KaggleMart,Kaggle Hat,337,2015,7,13,Monday,0,2,0
3488,2015-07-13,Sweden,KaggleMart,Kaggle Sticker,107,2015,7,13,Monday,0,2,2
3489,2015-07-13,Sweden,KaggleRama,Kaggle Mug,310,2015,7,13,Monday,1,2,1
3490,2015-07-13,Sweden,KaggleRama,Kaggle Hat,578,2015,7,13,Monday,1,2,0
3491,2015-07-13,Sweden,KaggleRama,Kaggle Sticker,183,2015,7,13,Monday,1,2,2
3492,2015-07-14,Finland,KaggleMart,Kaggle Mug,140,2015,7,14,Tuesday,0,0,1
3493,2015-07-14,Finland,KaggleMart,Kaggle Hat,277,2015,7,14,Tuesday,0,0,0
3494,2015-07-14,Finland,KaggleMart,Kaggle Sticker,79,2015,7,14,Tuesday,0,0,2
3495,2015-07-14,Finland,KaggleRama,Kaggle Mug,258,2015,7,14,Tuesday,1,0,1
3496,2015-07-14,Finland,KaggleRama,Kaggle Hat,524,2015,7,14,Tuesday,1,0,0
3497,2015-07-14,Finland,KaggleRama,Kaggle Sticker,143,2015,7,14,Tuesday,1,0,2
3498,2015-07-14,Norway,KaggleMart,Kaggle Mug,223,2015,7,14,Tuesday,0,1,1
3499,2015-07-14,Norway,KaggleMart,Kaggle Hat,487,2015,7,14,Tuesday,0,1,0
3500,2015-07-14,Norway,KaggleMart,Kaggle Sticker,161,2015,7,14,Tuesday,0,1,2
3501,2015-07-14,Norway,KaggleRama,Kaggle Mug,421,2015,7,14,Tuesday,1,1,1
3502,2015-07-14,Norway,KaggleRama,Kaggle Hat,847,2015,7,14,Tuesday,1,1,0
3503,2015-07-14,Norway,KaggleRama,Kaggle Sticker,255,2015,7,14,Tuesday,1,1,2
3504,2015-07-14,Sweden,KaggleMart,Kaggle Mug,162,2015,7,14,Tuesday,0,2,1
3505,2015-07-14,Sweden,KaggleMart,Kaggle Hat,284,2015,7,14,Tuesday,0,2,0
3506,2015-07-14,Sweden,KaggleMart,Kaggle Sticker,105,2015,7,14,Tuesday,0,2,2
3507,2015-07-14,Sweden,KaggleRama,Kaggle Mug,300,2015,7,14,Tuesday,1,2,1
3508,2015-07-14,Sweden,KaggleRama,Kaggle Hat,603,2015,7,14,Tuesday,1,2,0
3509,2015-07-14,Sweden,KaggleRama,Kaggle Sticker,171,2015,7,14,Tuesday,1,2,2
3510,2015-07-15,Finland,KaggleMart,Kaggle Mug,151,2015,7,15,Wednesday,0,0,1
3511,2015-07-15,Finland,KaggleMart,Kaggle Hat,294,2015,7,15,Wednesday,0,0,0
3512,2015-07-15,Finland,KaggleMart,Kaggle Sticker,82,2015,7,15,Wednesday,0,0,2
3513,2015-07-15,Finland,KaggleRama,Kaggle Mug,285,2015,7,15,Wednesday,1,0,1
3514,2015-07-15,Finland,KaggleRama,Kaggle Hat,462,2015,7,15,Wednesday,1,0,0
