row_id,date,country,store,product,num_sold,year,month,day,day_of_week
4914,2015-10-01,Finland,KaggleMart,Kaggle Mug,166,2015,10,1,Thursday
4915,2015-10-01,Finland,KaggleMart,Kaggle Hat,221,2015,10,1,Thursday
4916,2015-10-01,Finland,KaggleMart,Kaggle Sticker,78,2015,10,1,Thursday
4917,2015-10-01,Finland,KaggleRama,Kaggle Mug,276,2015,10,1,Thursday
4918,2015-10-01,Finland,KaggleRama,Kaggle Hat,354,2015,10,1,Thursday
4919,2015-10-01,Finland,KaggleRama,Kaggle Sticker,157,2015,10,1,Thursday
4920,2015-10-01,Norway,KaggleMart,Kaggle Mug,282,2015,10,1,Thursday
4921,2015-10-01,Norway,KaggleMart,Kaggle Hat,392,2015,10,1,Thursday
4922,2015-10-01,Norway,KaggleMart,Kaggle Sticker,156,2015,10,1,Thursday
4923,2015-10-01,Norway,KaggleRama,Kaggle Mug,531,2015,10,1,Thursday
4924,2015-10-01,Norway,KaggleRama,Kaggle Hat,726,2015,10,1,Thursday
4925,2015-10-01,Norway,KaggleRama,Kaggle Sticker,242,2015,10,1,Thursday
4926,2015-10-01,Sweden,KaggleMart,Kaggle Mug,199,2015,10,1,Thursday
4927,2015-10-01,Sweden,KaggleMart,Kaggle Hat,277,2015,10,1,Thursday
4928,2015-10-01,Sweden,KaggleMart,Kaggle Sticker,96,2015,10,1,Thursday
4929,2015-10-01,Sweden,KaggleRama,Kaggle Mug,313,2015,10,1,Thursday
4930,2015-10-01,Sweden,KaggleRama,Kaggle Hat,464,2015,10,1,Thursday
4931,2015-10-01,Sweden,KaggleRama,Kaggle Sticker,180,2015,10,1,Thursday
4932,2015-10-02,Finland,KaggleMart,Kaggle Mug,156,2015,10,2,Friday
4933,2015-10-02,Finland,KaggleMart,Kaggle Hat,219,2015,10,2,Friday
4934,2015-10-02,Finland,KaggleMart,Kaggle Sticker,87,2015,10,2,Friday
4935,2015-10-02,Finland,KaggleRama,Kaggle Mug,306,2015,10,2,Friday
4936,2015-10-02,Finland,KaggleRama,Kaggle Hat,392,2015,10,2,Friday
4937,2015-10-02,Finland,KaggleRama,Kaggle Sticker,153,2015,10,2,Friday
4938,2015-10-02,Norway,KaggleMart,Kaggle Mug,284,2015,10,2,Friday
4939,2015-10-02,Norway,KaggleMart,Kaggle Hat,394,2015,10,2,Friday
4940,2015-10-02,Norway,KaggleMart,Kaggle Sticker,152,2015,10,2,Friday
4941,2015-10-02,Norway,KaggleRama,Kaggle Mug,499,2015,10,2,Friday
4942,2015-10-02,Norway,KaggleRama,Kaggle Hat,634,2015,10,2,Friday
4943,2015-10-02,Norway,KaggleRama,Kaggle Sticker,249,2015,10,2,Friday
4944,2015-10-02,Sweden,KaggleMart,Kaggle Mug,203,2015,10,2,Friday
4945,2015-10-02,Sweden,KaggleMart,Kaggle Hat,286,2015,10,2,Friday
4946,2015-10-02,Sweden,KaggleMart,Kaggle Sticker,104,2015,10,2,Friday
4947,2015-10-02,Sweden,KaggleRama,Kaggle Mug,367,2015,10,2,Friday
4948,2015-10-02,Sweden,KaggleRama,Kaggle Hat,532,2015,10,2,Friday
4949,2015-10-02,Sweden,KaggleRama,Kaggle Sticker,191,2015,10,2,Friday
4950,2015-10-03,Finland,KaggleMart,Kaggle Mug,213,2015,10,3,Saturday
4951,2015-10-03,Finland,KaggleMart,Kaggle Hat,271,2015,10,3,Saturday
4952,2015-10-03,Finland,KaggleMart,Kaggle Sticker,105,2015,10,3,Saturday
4953,2015-10-03,Finland,KaggleRama,Kaggle Mug,354,2015,10,3,Saturday
4954,2015-10-03,Finland,KaggleRama,Kaggle Hat,498,2015,10,3,Saturday
4955,2015-10-03,Finland,KaggleRama,Kaggle Sticker,176,2015,10,3,Saturday
4956,2015-10-03,Norway,KaggleMart,Kaggle Mug,355,2015,10,3,Saturday
4957,2015-10-03,Norway,KaggleMart,Kaggle Hat,512,2015,10,3,Saturday
4958,2015-10-03,Norway,KaggleMart,Kaggle Sticker,175,2015,10,3,Saturday
4959,2015-10-03,Norway,KaggleRama,Kaggle Mug,624,2015,10,3,Saturday
4960,2015-10-03,Norway,KaggleRama,Kaggle Hat,865,2015,10,3,Saturday
4961,2015-10-03,Norway,KaggleRama,Kaggle Sticker,315,2015,10,3,Saturday
4962,2015-10-03,Sweden,KaggleMart,Kaggle Mug,248,2015,10,3,Saturday
4963,2015-10-03,Sweden,KaggleMart,Kaggle Hat,359,2015,10,3,Saturday
4964,2015-10-03,Sweden,KaggleMart,Kaggle Sticker,129,2015,10,3,Saturday
4965,2015-10-03,Sweden,KaggleRama,Kaggle Mug,407,2015,10,3,Saturday
4966,2015-10-03,Sweden,KaggleRama,Kaggle Hat,520,2015,10,3,Saturday
4967,2015-10-03,Sweden,KaggleRama,Kaggle Sticker,217,2015,10,3,Saturday
4968,2015-10-04,Finland,KaggleMart,Kaggle Mug,235,2015,10,4,Sunday
4969,2015-10-04,Finland,KaggleMart,Kaggle Hat,254,2015,10,4,Sunday
4970,2015-10-04,Finland,KaggleMart,Kaggle Sticker,99,2015,10,4,Sunday
4971,2015-10-04,Finland,KaggleRama,Kaggle Mug,390,2015,10,4,Sunday
4972,2015-10-04,Finland,KaggleRama,Kaggle Hat,505,2015,10,4,Sunday
4973,2015-10-04,Finland,KaggleRama,Kaggle Sticker,200,2015,10,4,Sunday
4974,2015-10-04,Norway,KaggleMart,Kaggle Mug,342,2015,10,4,Sunday
4975,2015-10-04,Norway,KaggleMart,Kaggle Hat,509,2015,10,4,Sunday
4976,2015-10-04,Norway,KaggleMart,Kaggle Sticker,183,2015,10,4,Sunday
4977,2015-10-04,Norway,KaggleRama,Kaggle Mug,602,2015,10,4,Sunday
4978,2015-10-04,Norway,KaggleRama,Kaggle Hat,913,2015,10,4,Sunday
4979,2015-10-04,Norway,KaggleRama,Kaggle Sticker,283,2015,10,4,Sunday
4980,2015-10-04,Sweden,KaggleMart,Kaggle Mug,235,2015,10,4,Sunday
4981,2015-10-04,Sweden,KaggleMart,Kaggle Hat,329,2015,10,4,Sunday
4982,2015-10-04,Sweden,KaggleMart,Kaggle Sticker,127,2015,10,4,Sunday
4983,2015-10-04,Sweden,KaggleRama,Kaggle Mug,441,2015,10,4,Sunday
4984,2015-10-04,Sweden,KaggleRama,Kaggle Hat,580,2015,10,4,Sunday
4985,2015-10-04,Sweden,KaggleRama,Kaggle Sticker,221,2015,10,4,Sunday
4986,2015-10-05,Finland,KaggleMart,Kaggle Mug,153,2015,10,5,Monday
4987,2015-10-05,Finland,KaggleMart,Kaggle Hat,214,2015,10,5,Monday
4988,2015-10-05,Finland,KaggleMart,Kaggle Sticker,85,2015,10,5,Monday
4989,2015-10-05,Finland,KaggleRama,Kaggle Mug,289,2015,10,5,Monday
4990,2015-10-05,Finland,KaggleRama,Kaggle Hat,430,2015,10,5,Monday
4991,2015-10-05,Finland,KaggleRama,Kaggle Sticker,134,2015,10,5,Monday
4992,2015-10-05,Norway,KaggleMart,Kaggle Mug,294,2015,10,5,Monday
4993,2015-10-05,Norway,KaggleMart,Kaggle Hat,382,2015,10,5,Monday
4994,2015-10-05,Norway,KaggleMart,Kaggle Sticker,153,2015,10,5,Monday
4995,2015-10-05,Norway,KaggleRama,Kaggle Mug,493,2015,10,5,Monday
4996,2015-10-05,Norway,KaggleRama,Kaggle Hat,664,2015,10,5,Monday
4997,2015-10-05,Norway,KaggleRama,Kaggle Sticker,254,2015,10,5,Monday
4998,2015-10-05,Sweden,KaggleMart,Kaggle Mug,207,2015,10,5,Monday
4999,2015-10-05,Sweden,KaggleMart,Kaggle Hat,280,2015,10,5,Monday
5000,2015-10-05,Sweden,KaggleMart,Kaggle Sticker,98,2015,10,5,Monday
5001,2015-10-05,Sweden,KaggleRama,Kaggle Mug,364,2015,10,5,Monday
5002,2015-10-05,Sweden,KaggleRama,Kaggle Hat,480,2015,10,5,Monday
5003,2015-10-05,Sweden,KaggleRama,Kaggle Sticker,180,2015,10,5,Monday
5004,2015-10-06,Finland,KaggleMart,Kaggle Mug,166,2015,10,6,Tuesday
5005,2015-10-06,Finland,KaggleMart,Kaggle Hat,220,2015,10,6,Tuesday
5006,2015-10-06,Finland,KaggleMart,Kaggle Sticker,76,2015,10,6,Tuesday
5007,2015-10-06,Finland,KaggleRama,Kaggle Mug,258,2015,10,6,Tuesday
5008,2015-10-06,Finland,KaggleRama,Kaggle Hat,406,2015,10,6,Tuesday
5009,2015-10-06,Finland,KaggleRama,Kaggle Sticker,151,2015,10,6,Tuesday
5010,2015-10-06,Norway,KaggleMart,Kaggle Mug,283,2015,10,6,Tuesday
5011,2015-10-06,Norway,KaggleMart,Kaggle Hat,385,2015,10,6,Tuesday
5012,2015-10-06,Norway,KaggleMart,Kaggle Sticker,146,2015,10,6,Tuesday
5013,2015-10-06,Norway,KaggleRama,Kaggle Mug,479,2015,10,6,Tuesday
5014,2015-10-06,Norway,KaggleRama,Kaggle Hat,725,2015,10,6,Tuesday
5015,2015-10-06,Norway,KaggleRama,Kaggle Sticker,245,2015,10,6,Tuesday
5016,2015-10-06,Sweden,KaggleMart,Kaggle Mug,179,2015,10,6,Tuesday
5017,2015-10-06,Sweden,KaggleMart,Kaggle Hat,271,2015,10,6,Tuesday
5018,2015-10-06,Sweden,KaggleMart,Kaggle Sticker,97,2015,10,6,Tuesday
5019,2015-10-06,Sweden,KaggleRama,Kaggle Mug,361,2015,10,6,Tuesday
5020,2015-10-06,Sweden,KaggleRama,Kaggle Hat,432,2015,10,6,Tuesday
5021,2015-10-06,Sweden,KaggleRama,Kaggle Sticker,168,2015,10,6,Tuesday
5022,2015-10-07,Finland,KaggleMart,Kaggle Mug,151,2015,10,7,Wednesday
5023,2015-10-07,Finland,KaggleMart,Kaggle Hat,228,2015,10,7,Wednesday
5024,2015-10-07,Finland,KaggleMart,Kaggle Sticker,87,2015,10,7,Wednesday
5025,2015-10-07,Finland,KaggleRama,Kaggle Mug,255,2015,10,7,Wednesday
5026,2015-10-07,Finland,KaggleRama,Kaggle Hat,393,2015,10,7,Wednesday
5027,2015-10-07,Finland,KaggleRama,Kaggle Sticker,146,2015,10,7,Wednesday
5028,2015-10-07,Norway,KaggleMart,Kaggle Mug,275,2015,10,7,Wednesday
5029,2015-10-07,Norway,KaggleMart,Kaggle Hat,379,2015,10,7,Wednesday
5030,2015-10-07,Norway,KaggleMart,Kaggle Sticker,145,2015,10,7,Wednesday
5031,2015-10-07,Norway,KaggleRama,Kaggle Mug,532,2015,10,7,Wednesday
5032,2015-10-07,Norway,KaggleRama,Kaggle Hat,660,2015,10,7,Wednesday
5033,2015-10-07,Norway,KaggleRama,Kaggle Sticker,236,2015,10,7,Wednesday
5034,2015-10-07,Sweden,KaggleMart,Kaggle Mug,207,2015,10,7,Wednesday
5035,2015-10-07,Sweden,KaggleMart,Kaggle Hat,271,2015,10,7,Wednesday
5036,2015-10-07,Sweden,KaggleMart,Kaggle Sticker,94,2015,10,7,Wednesday
5037,2015-10-07,Sweden,KaggleRama,Kaggle Mug,370,2015,10,7,Wednesday
5038,2015-10-07,Sweden,KaggleRama,Kaggle Hat,489,2015,10,7,Wednesday
5039,2015-10-07,Sweden,KaggleRama,Kaggle Sticker,168,2015,10,7,Wednesday
5040,2015-10-08,Finland,KaggleMart,Kaggle Mug,167,2015,10,8,Thursday
5041,2015-10-08,Finland,KaggleMart,Kaggle Hat,230,2015,10,8,Thursday
5042,2015-10-08,Finland,KaggleMart,Kaggle Sticker,85,2015,10,8,Thursday
5043,2015-10-08,Finland,KaggleRama,Kaggle Mug,285,2015,10,8,Thursday
5044,2015-10-08,Finland,KaggleRama,Kaggle Hat,364,2015,10,8,Thursday
5045,2015-10-08,Finland,KaggleRama,Kaggle Sticker,149,2015,10,8,Thursday
5046,2015-10-08,Norway,KaggleMart,Kaggle Mug,300,2015,10,8,Thursday
5047,2015-10-08,Norway,KaggleMart,Kaggle Hat,410,2015,10,8,Thursday
5048,2015-10-08,Norway,KaggleMart,Kaggle Sticker,141,2015,10,8,Thursday
5049,2015-10-08,Norway,KaggleRama,Kaggle Mug,488,2015,10,8,Thursday
5050,2015-10-08,Norway,KaggleRama,Kaggle Hat,720,2015,10,8,Thursday
5051,2015-10-08,Norway,KaggleRama,Kaggle Sticker,258,2015,10,8,Thursday
5052,2015-10-08,Sweden,KaggleMart,Kaggle Mug,186,2015,10,8,Thursday
5053,2015-10-08,Sweden,KaggleMart,Kaggle Hat,264,2015,10,8,Thursday
5054,2015-10-08,Sweden,KaggleMart,Kaggle Sticker,103,2015,10,8,Thursday
5055,2015-10-08,Sweden,KaggleRama,Kaggle Mug,330,2015,10,8,Thursday
5056,2015-10-08,Sweden,KaggleRama,Kaggle Hat,463,2015,10,8,Thursday
5057,2015-10-08,Sweden,KaggleRama,Kaggle Sticker,177,2015,10,8,Thursday
5058,2015-10-09,Finland,KaggleMart,Kaggle Mug,177,2015,10,9,Friday
5059,2015-10-09,Finland,KaggleMart,Kaggle Hat,229,2015,10,9,Friday
5060,2015-10-09,Finland,KaggleMart,Kaggle Sticker,91,2015,10,9,Friday
5061,2015-10-09,Finland,KaggleRama,Kaggle Mug,306,2015,10,9,Friday
5062,2015-10-09,Finland,KaggleRama,Kaggle Hat,384,2015,10,9,Friday
5063,2015-10-09,Finland,KaggleRama,Kaggle Sticker,149,2015,10,9,Friday
5064,2015-10-09,Norway,KaggleMart,Kaggle Mug,284,2015,10,9,Friday
5065,2015-10-09,Norway,KaggleMart,Kaggle Hat,377,2015,10,9,Friday
5066,2015-10-09,Norway,KaggleMart,Kaggle Sticker,146,2015,10,9,Friday
5067,2015-10-09,Norway,KaggleRama,Kaggle Mug,514,2015,10,9,Friday
5068,2015-10-09,Norway,KaggleRama,Kaggle Hat,680,2015,10,9,Friday
5069,2015-10-09,Norway,KaggleRama,Kaggle Sticker,276,2015,10,9,Friday
5070,2015-10-09,Sweden,KaggleMart,Kaggle Mug,204,2015,10,9,Friday
5071,2015-10-09,Sweden,KaggleMart,Kaggle Hat,274,2015,10,9,Friday
5072,2015-10-09,Sweden,KaggleMart,Kaggle Sticker,103,2015,10,9,Friday
5073,2015-10-09,Sweden,KaggleRama,Kaggle Mug,360,2015,10,9,Friday
5074,2015-10-09,Sweden,KaggleRama,Kaggle Hat,552,2015,10,9,Friday
5075,2015-10-09,Sweden,KaggleRama,Kaggle Sticker,174,2015,10,9,Friday
5076,2015-10-10,Finland,KaggleMart,Kaggle Mug,189,2015,10,10,Saturday
5077,2015-10-10,Finland,KaggleMart,Kaggle Hat,269,2015,10,10,Saturday
5078,2015-10-10,Finland,KaggleMart,Kaggle Sticker,97,2015,10,10,Saturday
5079,2015-10-10,Finland,KaggleRama,Kaggle Mug,360,2015,10,10,Saturday
5080,2015-10-10,Finland,KaggleRama,Kaggle Hat,509,2015,10,10,Saturday
5081,2015-10-10,Finland,KaggleRama,Kaggle Sticker,192,2015,10,10,Saturday
5082,2015-10-10,Norway,KaggleMart,Kaggle Mug,378,2015,10,10,Saturday
5083,2015-10-10,Norway,KaggleMart,Kaggle Hat,485,2015,10,10,Saturday
5084,2015-10-10,Norway,KaggleMart,Kaggle Sticker,197,2015,10,10,Saturday
5085,2015-10-10,Norway,KaggleRama,Kaggle Mug,685,2015,10,10,Saturday
5086,2015-10-10,Norway,KaggleRama,Kaggle Hat,881,2015,10,10,Saturday
5087,2015-10-10,Norway,KaggleRama,Kaggle Sticker,317,2015,10,10,Saturday
5088,2015-10-10,Sweden,KaggleMart,Kaggle Mug,253,2015,10,10,Saturday
5089,2015-10-10,Sweden,KaggleMart,Kaggle Hat,342,2015,10,10,Saturday
5090,2015-10-10,Sweden,KaggleMart,Kaggle Sticker,120,2015,10,10,Saturday
5091,2015-10-10,Sweden,KaggleRama,Kaggle Mug,441,2015,10,10,Saturday
5092,2015-10-10,Sweden,KaggleRama,Kaggle Hat,609,2015,10,10,Saturday
5093,2015-10-10,Sweden,KaggleRama,Kaggle Sticker,227,2015,10,10,Saturday
5094,2015-10-11,Finland,KaggleMart,Kaggle Mug,218,2015,10,11,Sunday
5095,2015-10-11,Finland,KaggleMart,Kaggle Hat,262,2015,10,11,Sunday
5096,2015-10-11,Finland,KaggleMart,Kaggle Sticker,111,2015,10,11,Sunday
5097,2015-10-11,Finland,KaggleRama,Kaggle Mug,342,2015,10,11,Sunday
5098,2015-10-11,Finland,KaggleRama,Kaggle Hat,483,2015,10,11,Sunday
5099,2015-10-11,Finland,KaggleRama,Kaggle Sticker,179,2015,10,11,Sunday
5100,2015-10-11,Norway,KaggleMart,Kaggle Mug,392,2015,10,11,Sunday
5101,2015-10-11,Norway,KaggleMart,Kaggle Hat,491,2015,10,11,Sunday
5102,2015-10-11,Norway,KaggleMart,Kaggle Sticker,189,2015,10,11,Sunday
5103,2015-10-11,Norway,KaggleRama,Kaggle Mug,614,2015,10,11,Sunday
5104,2015-10-11,Norway,KaggleRama,Kaggle Hat,871,2015,10,11,Sunday
5105,2015-10-11,Norway,KaggleRama,Kaggle Sticker,280,2015,10,11,Sunday
5106,2015-10-11,Sweden,KaggleMart,Kaggle Mug,248,2015,10,11,Sunday
5107,2015-10-11,Sweden,KaggleMart,Kaggle Hat,342,2015,10,11,Sunday
5108,2015-10-11,Sweden,KaggleMart,Kaggle Sticker,122,2015,10,11,Sunday
5109,2015-10-11,Sweden,KaggleRama,Kaggle Mug,456,2015,10,11,Sunday
5110,2015-10-11,Sweden,KaggleRama,Kaggle Hat,579,2015,10,11,Sunday
5111,2015-10-11,Sweden,KaggleRama,Kaggle Sticker,211,2015,10,11,Sunday
5112,2015-10-12,Finland,KaggleMart,Kaggle Mug,185,2015,10,12,Monday
5113,2015-10-12,Finland,KaggleMart,Kaggle Hat,218,2015,10,12,Monday
5114,2015-10-12,Finland,KaggleMart,Kaggle Sticker,83,2015,10,12,Monday
5115,2015-10-12,Finland,KaggleRama,Kaggle Mug,290,2015,10,12,Monday
5116,2015-10-12,Finland,KaggleRama,Kaggle Hat,400,2015,10,12,Monday
5117,2015-10-12,Finland,KaggleRama,Kaggle Sticker,146,2015,10,12,Monday
5118,2015-10-12,Norway,KaggleMart,Kaggle Mug,309,2015,10,12,Monday
5119,2015-10-12,Norway,KaggleMart,Kaggle Hat,397,2015,10,12,Monday
5120,2015-10-12,Norway,KaggleMart,Kaggle Sticker,146,2015,10,12,Monday
5121,2015-10-12,Norway,KaggleRama,Kaggle Mug,485,2015,10,12,Monday
5122,2015-10-12,Norway,KaggleRama,Kaggle Hat,706,2015,10,12,Monday
5123,2015-10-12,Norway,KaggleRama,Kaggle Sticker,244,2015,10,12,Monday
5124,2015-10-12,Sweden,KaggleMart,Kaggle Mug,194,2015,10,12,Monday
5125,2015-10-12,Sweden,KaggleMart,Kaggle Hat,270,2015,10,12,Monday
5126,2015-10-12,Sweden,KaggleMart,Kaggle Sticker,106,2015,10,12,Monday
5127,2015-10-12,Sweden,KaggleRama,Kaggle Mug,325,2015,10,12,Monday
5128,2015-10-12,Sweden,KaggleRama,Kaggle Hat,518,2015,10,12,Monday
5129,2015-10-12,Sweden,KaggleRama,Kaggle Sticker,184,2015,10,12,Monday
5130,2015-10-13,Finland,KaggleMart,Kaggle Mug,183,2015,10,13,Tuesday
5131,2015-10-13,Finland,KaggleMart,Kaggle Hat,237,2015,10,13,Tuesday
5132,2015-10-13,Finland,KaggleMart,Kaggle Sticker,78,2015,10,13,Tuesday
5133,2015-10-13,Finland,KaggleRama,Kaggle Mug,283,2015,10,13,Tuesday
5134,2015-10-13,Finland,KaggleRama,Kaggle Hat,409,2015,10,13,Tuesday
5135,2015-10-13,Finland,KaggleRama,Kaggle Sticker,148,2015,10,13,Tuesday
5136,2015-10-13,Norway,KaggleMart,Kaggle Mug,314,2015,10,13,Tuesday
5137,2015-10-13,Norway,KaggleMart,Kaggle Hat,397,2015,10,13,Tuesday
5138,2015-10-13,Norway,KaggleMart,Kaggle Sticker,141,2015,10,13,Tuesday
5139,2015-10-13,Norway,KaggleRama,Kaggle Mug,481,2015,10,13,Tuesday
5140,2015-10-13,Norway,KaggleRama,Kaggle Hat,686,2015,10,13,Tuesday
5141,2015-10-13,Norway,KaggleRama,Kaggle Sticker,247,2015,10,13,Tuesday
5142,2015-10-13,Sweden,KaggleMart,Kaggle Mug,197,2015,10,13,Tuesday
5143,2015-10-13,Sweden,KaggleMart,Kaggle Hat,276,2015,10,13,Tuesday
5144,2015-10-13,Sweden,KaggleMart,Kaggle Sticker,105,2015,10,13,Tuesday
5145,2015-10-13,Sweden,KaggleRama,Kaggle Mug,361,2015,10,13,Tuesday
5146,2015-10-13,Sweden,KaggleRama,Kaggle Hat,513,2015,10,13,Tuesday
5147,2015-10-13,Sweden,KaggleRama,Kaggle Sticker,170,2015,10,13,Tuesday
5148,2015-10-14,Finland,KaggleMart,Kaggle Mug,165,2015,10,14,Wednesday
5149,2015-10-14,Finland,KaggleMart,Kaggle Hat,239,2015,10,14,Wednesday
5150,2015-10-14,Finland,KaggleMart,Kaggle Sticker,78,2015,10,14,Wednesday
5151,2015-10-14,Finland,KaggleRama,Kaggle Mug,297,2015,10,14,Wednesday
5152,2015-10-14,Finland,KaggleRama,Kaggle Hat,386,2015,10,14,Wednesday
5153,2015-10-14,Finland,KaggleRama,Kaggle Sticker,137,2015,10,14,Wednesday
5154,2015-10-14,Norway,KaggleMart,Kaggle Mug,298,2015,10,14,Wednesday
5155,2015-10-14,Norway,KaggleMart,Kaggle Hat,415,2015,10,14,Wednesday
5156,2015-10-14,Norway,KaggleMart,Kaggle Sticker,153,2015,10,14,Wednesday
5157,2015-10-14,Norway,KaggleRama,Kaggle Mug,501,2015,10,14,Wednesday
5158,2015-10-14,Norway,KaggleRama,Kaggle Hat,699,2015,10,14,Wednesday
5159,2015-10-14,Norway,KaggleRama,Kaggle Sticker,229,2015,10,14,Wednesday
5160,2015-10-14,Sweden,KaggleMart,Kaggle Mug,206,2015,10,14,Wednesday
5161,2015-10-14,Sweden,KaggleMart,Kaggle Hat,282,2015,10,14,Wednesday
5162,2015-10-14,Sweden,KaggleMart,Kaggle Sticker,95,2015,10,14,Wednesday
5163,2015-10-14,Sweden,KaggleRama,Kaggle Mug,338,2015,10,14,Wednesday
5164,2015-10-14,Sweden,KaggleRama,Kaggle Hat,487,2015,10,14,Wednesday
5165,2015-10-14,Sweden,KaggleRama,Kaggle Sticker,176,2015,10,14,Wednesday
5166,2015-10-15,Finland,KaggleMart,Kaggle Mug,178,2015,10,15,Thursday
5167,2015-10-15,Finland,KaggleMart,Kaggle Hat,236,2015,10,15,Thursday
5168,2015-10-15,Finland,KaggleMart,Kaggle Sticker,82,2015,10,15,Thursday
5169,2015-10-15,Finland,KaggleRama,Kaggle Mug,292,2015,10,15,Thursday
5170,2015-10-15,Finland,KaggleRama,Kaggle Hat,409,2015,10,15,Thursday
5171,2015-10-15,Finland,KaggleRama,Kaggle Sticker,135,2015,10,15,Thursday
5172,2015-10-15,Norway,KaggleMart,Kaggle Mug,290,2015,10,15,Thursday
5173,2015-10-15,Norway,KaggleMart,Kaggle Hat,424,2015,10,15,Thursday
5174,2015-10-15,Norway,KaggleMart,Kaggle Sticker,131,2015,10,15,Thursday
5175,2015-10-15,Norway,KaggleRama,Kaggle Mug,489,2015,10,15,Thursday
5176,2015-10-15,Norway,KaggleRama,Kaggle Hat,636,2015,10,15,Thursday
5177,2015-10-15,Norway,KaggleRama,Kaggle Sticker,243,2015,10,15,Thursday
5178,2015-10-15,Sweden,KaggleMart,Kaggle Mug,201,2015,10,15,Thursday
5179,2015-10-15,Sweden,KaggleMart,Kaggle Hat,270,2015,10,15,Thursday
5180,2015-10-15,Sweden,KaggleMart,Kaggle Sticker,97,2015,10,15,Thursday
5181,2015-10-15,Sweden,KaggleRama,Kaggle Mug,351,2015,10,15,Thursday
5182,2015-10-15,Sweden,KaggleRama,Kaggle Hat,510,2015,10,15,Thursday
5183,2015-10-15,Sweden,KaggleRama,Kaggle Sticker,178,2015,10,15,Thursday
5184,2015-10-16,Finland,KaggleMart,Kaggle Mug,174,2015,10,16,Friday
5185,2015-10-16,Finland,KaggleMart,Kaggle Hat,251,2015,10,16,Friday
5186,2015-10-16,Finland,KaggleMart,Kaggle Sticker,86,2015,10,16,Friday
5187,2015-10-16,Finland,KaggleRama,Kaggle Mug,301,2015,10,16,Friday
5188,2015-10-16,Finland,KaggleRama,Kaggle Hat,403,2015,10,16,Friday
5189,2015-10-16,Finland,KaggleRama,Kaggle Sticker,153,2015,10,16,Friday
5190,2015-10-16,Norway,KaggleMart,Kaggle Mug,298,2015,10,16,Friday
5191,2015-10-16,Norway,KaggleMart,Kaggle Hat,443,2015,10,16,Friday
5192,2015-10-16,Norway,KaggleMart,Kaggle Sticker,161,2015,10,16,Friday
5193,2015-10-16,Norway,KaggleRama,Kaggle Mug,515,2015,10,16,Friday
5194,2015-10-16,Norway,KaggleRama,Kaggle Hat,700,2015,10,16,Friday
5195,2015-10-16,Norway,KaggleRama,Kaggle Sticker,263,2015,10,16,Friday
5196,2015-10-16,Sweden,KaggleMart,Kaggle Mug,205,2015,10,16,Friday
5197,2015-10-16,Sweden,KaggleMart,Kaggle Hat,281,2015,10,16,Friday
5198,2015-10-16,Sweden,KaggleMart,Kaggle Sticker,102,2015,10,16,Friday
5199,2015-10-16,Sweden,KaggleRama,Kaggle Mug,385,2015,10,16,Friday
5200,2015-10-16,Sweden,KaggleRama,Kaggle Hat,482,2015,10,16,Friday
5201,2015-10-16,Sweden,KaggleRama,Kaggle Sticker,175,2015,10,16,Friday
5202,2015-10-17,Finland,KaggleMart,Kaggle Mug,217,2015,10,17,Saturday
5203,2015-10-17,Finland,KaggleMart,Kaggle Hat,289,2015,10,17,Saturday
5204,2015-10-17,Finland,KaggleMart,Kaggle Sticker,102,2015,10,17,Saturday
5205,2015-10-17,Finland,KaggleRama,Kaggle Mug,373,2015,10,17,Saturday
5206,2015-10-17,Finland,KaggleRama,Kaggle Hat,485,2015,10,17,Saturday
5207,2015-10-17,Finland,KaggleRama,Kaggle Sticker,183,2015,10,17,Saturday
5208,2015-10-17,Norway,KaggleMart,Kaggle Mug,372,2015,10,17,Saturday
5209,2015-10-17,Norway,KaggleMart,Kaggle Hat,495,2015,10,17,Saturday
5210,2015-10-17,Norway,KaggleMart,Kaggle Sticker,189,2015,10,17,Saturday
5211,2015-10-17,Norway,KaggleRama,Kaggle Mug,646,2015,10,17,Saturday
5212,2015-10-17,Norway,KaggleRama,Kaggle Hat,828,2015,10,17,Saturday
5213,2015-10-17,Norway,KaggleRama,Kaggle Sticker,314,2015,10,17,Saturday
5214,2015-10-17,Sweden,KaggleMart,Kaggle Mug,269,2015,10,17,Saturday
5215,2015-10-17,Sweden,KaggleMart,Kaggle Hat,348,2015,10,17,Saturday
5216,2015-10-17,Sweden,KaggleMart,Kaggle Sticker,121,2015,10,17,Saturday
5217,2015-10-17,Sweden,KaggleRama,Kaggle Mug,454,2015,10,17,Saturday
5218,2015-10-17,Sweden,KaggleRama,Kaggle Hat,581,2015,10,17,Saturday
5219,2015-10-17,Sweden,KaggleRama,Kaggle Sticker,219,2015,10,17,Saturday
5220,2015-10-18,Finland,KaggleMart,Kaggle Mug,196,2015,10,18,Sunday
5221,2015-10-18,Finland,KaggleMart,Kaggle Hat,281,2015,10,18,Sunday
5222,2015-10-18,Finland,KaggleMart,Kaggle Sticker,111,2015,10,18,Sunday
5223,2015-10-18,Finland,KaggleRama,Kaggle Mug,369,2015,10,18,Sunday
5224,2015-10-18,Finland,KaggleRama,Kaggle Hat,518,2015,10,18,Sunday
5225,2015-10-18,Finland,KaggleRama,Kaggle Sticker,186,2015,10,18,Sunday
5226,2015-10-18,Norway,KaggleMart,Kaggle Mug,349,2015,10,18,Sunday
